NAME MPTSPs_100_1
COOMENT 
TYPE MPTSPs
DIMENSION 105
N_PATH 3
6 26 3262
6 27 3261
6 28 3543
6 29 4054
6 30 2621
6 31 2719
6 32 2648
6 33 4165
6 34 2899
6 35 3821
6 36 4108
6 37 3394
6 38 3315
6 39 3761
6 40 3352
6 41 3948
6 42 3823
6 43 2915
6 44 3188
6 45 3232
6 46 3425
6 47 2836
6 48 2785
6 49 3314
6 50 3164
6 51 4186
6 52 2893
6 53 3031
6 54 4170
6 55 3183
6 56 2348
6 57 4005
6 58 3715
6 59 3043
6 60 3510
6 61 3194
6 62 2959
6 63 3609
6 64 4310
6 65 3110
6 66 3379
6 67 3150
6 68 3192
6 69 3789
6 70 3434
6 71 3791
6 72 3632
6 73 3517
6 74 3637
6 75 5572
6 76 4352
6 77 3775
6 78 4585
6 79 4109
6 80 4846
6 81 5507
6 82 4203
6 83 5734
6 84 4723
6 85 5196
6 86 5163
6 87 5772
6 88 4763
6 89 4101
6 90 3982
6 91 5340
6 92 6632
6 93 3967
6 94 4905
6 95 4205
6 96 5067
6 97 5237
6 98 5084
6 99 4279
6 100 4683
6 101 5264
6 102 4174
6 103 4268
6 104 3997
6 105 5432
7 1 263
7 2 293
7 3 352
7 4 108
7 5 345
7 6 281
7 7 0
7 8 530
7 9 2732
7 10 4055
7 11 3747
7 12 3568
7 13 3460
7 14 4195
7 15 2392
7 16 3478
7 17 2218
7 18 3870
7 19 2600
7 20 3024
7 21 2496
7 22 3071
7 23 3655
7 24 3002
7 25 3403
7 26 2829
7 27 3254
7 28 3606
7 29 3089
7 30 2668
7 31 4017
7 32 3226
7 33 2956
7 34 3185
7 35 3082
7 36 3495
7 37 3993
7 38 3058
7 39 3380
7 40 3366
7 41 3828
7 42 3960
7 43 3432
7 44 4904
7 45 3006
7 46 4026
7 47 3280
7 48 3082
7 49 3644
7 50 3852
7 51 4112
7 52 3151
7 53 3117
7 54 4164
7 55 3117
7 56 2895
7 57 4351
7 58 3407
7 59 3614
7 60 3478
7 61 3983
7 62 2748
7 63 4040
7 64 3663
7 65 3586
7 66 3814
7 67 3851
7 68 3547
7 69 3610
7 70 4347
7 71 3483
7 72 4200
7 73 3576
7 74 3625
7 75 5403
7 76 3900
7 77 3856
7 78 4332
7 79 4254
7 80 4991
7 81 5420
7 82 4485
7 83 5532
7 84 4534
7 85 5217
7 86 4950
7 87 5248
7 88 3998
7 89 3747
7 90 4033
7 91 4997
7 92 6460
7 93 4592
7 94 5757
7 95 4386
7 96 5037
7 97 5064
7 98 4970
7 99 4442
7 100 4696
7 101 5157
7 102 5030
7 103 5426
7 104 3825
7 105 4935
8 1 315
8 2 285
8 3 343
8 4 488
8 5 461
8 6 411
8 7 530
8 8 0
8 9 2920
8 10 4010
8 11 3486
8 12 3802
8 13 3405
8 14 4091
8 15 2898
8 16 3113
8 17 3006
8 18 4090
8 19 3132
8 20 3216
8 21 2954
8 22 3153
8 23 3624
8 24 3215
8 25 3685
8 26 3741
8 27 3426
8 28 3941
8 29 3530
8 30 3305
8 31 3867
8 32 3476
8 33 3473
8 34 2999
8 35 2917
8 36 3603
8 37 3466
8 38 2721
8 39 3538
8 40 3387
8 41 3985
8 42 3683
8 43 3084
8 44 3321
8 45 3569
8 46 3998
8 47 3198
8 48 2543
8 49 3314
8 50 2194
8 51 3565
8 52 2830
8 53 2583
8 54 3236
8 55 3073
8 56 2318
8 57 2944
8 58 3346
8 59 2637
8 60 3156
8 61 2756
8 62 2344
8 63 2922
8 64 3638
8 65 3076
8 66 3450
8 67 3508
8 68 3247
8 69 3622
8 70 3870
8 71 3578
8 72 3383
8 73 3211
8 74 3611
8 75 5776
8 76 4667
8 77 4404
8 78 4943
8 79 5084
8 80 5378
8 81 6165
8 82 4631
8 83 4731
8 84 5354
8 85 5524
8 86 5344
8 87 6396
8 88 4888
8 89 4831
8 90 3984
8 91 5746
8 92 8814
8 93 3699
8 94 5084
8 95 3533
8 96 4002
8 97 4955
8 98 3988
8 99 4294
8 100 4194
8 101 4752
8 102 4081
8 103 4704
8 104 4256
8 105 4177
9 1 2778
9 2 3044
9 3 3256
9 4 2993
9 5 2531
9 6 2689
9 7 2732
9 8 2920
9 9 0
9 10 961
9 11 973
9 12 842
9 13 400
9 14 927
9 15 221
9 16 908
9 17 2636
9 18 2768
9 19 2906
9 20 2339
9 21 2053
9 22 3169
9 23 2762
9 24 5465
9 25 4291
9 26 3836
9 27 4693
9 28 5122
9 29 4732
9 30 3428
9 31 5438
9 32 4475
9 33 5816
9 34 5941
9 35 5724
9 36 6329
9 37 6360
9 38 6260
9 39 5975
9 40 6703
9 41 6828
9 42 6249
9 43 5992
9 44 7028
9 45 5750
9 46 7122
9 47 6794
9 48 6730
9 49 6054
9 50 4824
9 51 6453
9 52 6219
9 53 5334
9 54 5960
9 55 6361
9 56 4870
9 57 7522
9 58 3663
9 59 4505
9 60 4212
9 61 4416
9 62 3707
9 63 3689
9 64 4511
9 65 3827
9 66 3931
9 67 2437
9 68 1482
9 69 1872
9 70 2520
9 71 2482
9 72 2509
9 73 2400
9 74 1995
9 75 4680
9 76 4037
9 77 4238
9 78 1943
9 79 3276
9 80 2089
9 81 4869
9 82 1427
9 83 6627
9 84 6767
9 85 6575
9 86 7390
9 87 8322
9 88 5711
9 89 6339
9 90 6273
9 91 6751
9 92 9920
9 93 6008
9 94 7595
9 95 6548
9 96 5838
9 97 7069
9 98 6257
9 99 2355
9 100 3980
9 101 2293
9 102 5086
9 103 3490
9 104 1820
9 105 5496
10 1 4215
10 2 4165
10 3 4750
10 4 4147
10 5 3945
10 6 4054
10 7 4055
10 8 4010
10 9 961
10 10 0
10 11 377
10 12 726
10 13 756
10 14 442
10 15 1057
10 16 748
10 17 2788
10 18 2579
10 19 3301
10 20 2706
10 21 2727
10 22 2692
10 23 2588
10 24 5569
10 25 5324
10 26 4928
10 27 5812
10 28 5829
10 29 5903
10 30 3956
10 31 4766
10 32 6420
10 33 7378
10 34 5378
10 35 6549
10 36 6777
10 37 7193
10 38 7262
10 39 8163
10 40 6316
10 41 8173
10 42 6738
10 43 7195
10 44 6889
10 45 6151
10 46 7408
10 47 7203
10 48 7196
10 49 7107
10 50 5820
10 51 7133
10 52 7031
10 53 7100
10 54 8143
10 55 6330
10 56 5194
10 57 6751
10 58 5581
10 59 5157
10 60 5346
10 61 4708
10 62 4437
10 63 5101
10 64 5956
10 65 5163
10 66 5563
10 67 2612
10 68 2528
10 69 2048
10 70 3057
10 71 3051
10 72 2553
10 73 3141
10 74 2434
10 75 3768
10 76 4993
10 77 4646
10 78 1377
10 79 2400
10 80 1243
10 81 3229
10 82 769
10 83 7430
10 84 8901
10 85 6535
10 86 8092
10 87 8059
10 88 7312
10 89 7625
10 90 8884
10 91 8513
10 92 10499
10 93 7073
10 94 10008
10 95 6705
10 96 6071
10 97 8242
10 98 6683
10 99 2494
10 100 5296
10 101 1896
10 102 5612
10 103 3089
10 104 2061
10 105 5882
11 1 3664
11 2 3669
11 3 3449
11 4 3127
11 5 2873
11 6 3056
11 7 3747
11 8 3486
11 9 973
11 10 377
11 11 0
11 12 302
11 13 519
11 14 829
11 15 772
11 16 301
11 17 2812
11 18 2317
11 19 2970
11 20 2139
11 21 2425
11 22 2575
11 23 2441
11 24 5271
11 25 4717
11 26 4342
11 27 4972
11 28 5598
11 29 5271
11 30 4162
11 31 4676
11 32 4237
11 33 7303
11 34 7112
11 35 5514
11 36 6517
11 37 5896
11 38 6498
11 39 6589
11 40 6801
11 41 7003
11 42 7638
11 43 7108
11 44 7275
11 45 6591
11 46 7871
11 47 6241
11 48 7360
11 49 6679
11 50 7037
11 51 7762
11 52 5936
11 53 5643
11 54 8523
11 55 6582
11 56 5597
11 57 5946
11 58 5009
11 59 4488
11 60 5676
11 61 3971
11 62 5345
11 63 5384
11 64 5083
11 65 4166
11 66 5109
11 67 2763
11 68 2464
11 69 2735
11 70 3428
11 71 3403
11 72 3118
11 73 2666
11 74 2804
11 75 3378
11 76 3986
11 77 5043
11 78 1364
11 79 2954
11 80 1785
11 81 3042
11 82 1185
11 83 6741
11 84 7650
11 85 6464
11 86 7213
11 87 7343
11 88 7881
11 89 6674
11 90 7343
11 91 7320
11 92 10371
11 93 6953
11 94 8266
11 95 7012
11 96 6884
11 97 8597
11 98 7261
11 99 2618
11 100 4713
11 101 2145
11 102 5482
11 103 3929
11 104 2086
11 105 5071
12 1 3381
12 2 3982
12 3 3450
12 4 3563
12 5 2774
12 6 3100
12 7 3568
12 8 3802
12 9 842
12 10 726
12 11 302
12 12 0
12 13 601
12 14 946
12 15 655
12 16 76
12 17 2299
12 18 1996
12 19 2363
12 20 1930
12 21 2055
12 22 2001
12 23 2596
12 24 4229
12 25 4118
12 26 4073
12 27 4762
12 28 5419
12 29 4780
12 30 3511
12 31 4448
12 32 3880
12 33 5278
12 34 5759
12 35 6052
12 36 6512
12 37 6858
12 38 5070
12 39 5866
12 40 5642
12 41 7133
12 42 6909
12 43 5272
12 44 7391
12 45 6882
12 46 8161
12 47 6373
12 48 6846
12 49 6779
12 50 6044
12 51 7425
12 52 5484
12 53 6274
12 54 6371
12 55 6456
12 56 6308
12 57 6872
12 58 4667
12 59 4930
12 60 5675
12 61 5674
12 62 4986
12 63 5256
12 64 6080
12 65 4978
12 66 5731
12 67 3565
12 68 2358
12 69 2571
12 70 3188
12 71 3425
12 72 3642
12 73 3844
12 74 3128
12 75 3645
12 76 4195
12 77 4246
12 78 1301
12 79 2078
12 80 2102
12 81 3062
12 82 1567
12 83 6145
12 84 7080
12 85 6035
12 86 7604
12 87 7661
12 88 6655
12 89 6572
12 90 7068
12 91 5989
12 92 11717
12 93 6041
12 94 8309
12 95 6075
12 96 6900
12 97 8348
12 98 6315
12 99 2456
12 100 5441
12 101 2391
12 102 5395
12 103 4694
12 104 2459
12 105 5497
13 1 3423
13 2 3597
13 3 3644
13 4 3454
13 5 3054
13 6 2730
13 7 3460
13 8 3405
13 9 400
13 10 756
13 11 519
13 12 601
13 13 0
13 14 627
13 15 360
13 16 549
13 17 2952
13 18 2479
13 19 2712
13 20 2336
13 21 2301
13 22 3142
13 23 2946
13 24 4213
13 25 4408
13 26 4892
13 27 5841
13 28 5354
13 29 5861
13 30 4458
13 31 4491
13 32 4470
13 33 7042
13 34 5689
13 35 6463
13 36 6983
13 37 5839
13 38 7227
13 39 7610
13 40 6347
13 41 7213
13 42 6746
13 43 5932
13 44 6772
13 45 7571
13 46 6371
13 47 6210
13 48 6010
13 49 6205
13 50 5931
13 51 6701
13 52 5438
13 53 6089
13 54 6465
13 55 5292
13 56 5552
13 57 7165
13 58 4473
13 59 4175
13 60 3912
13 61 5230
13 62 4472
13 63 4729
13 64 4879
13 65 3740
13 66 5090
13 67 2469
13 68 1884
13 69 1834
13 70 2535
13 71 3572
13 72 3028
13 73 2967
13 74 2288
13 75 4785
13 76 4398
13 77 4843
13 78 1895
13 79 2407
13 80 1889
13 81 3696
13 82 1189
13 83 6867
13 84 7767
13 85 5925
13 86 7807
13 87 7273
13 88 7617
13 89 6950
13 90 7223
13 91 8053
13 92 9603
13 93 5640
13 94 8293
13 95 6815
13 96 6935
13 97 8271
13 98 7334
13 99 1982
13 100 4239
13 101 2019
13 102 4810
13 103 3454
13 104 1602
13 105 5191
14 1 4133
14 2 3486
14 3 3742
14 4 3561
14 5 2984
14 6 3628
14 7 4195
14 8 4091
14 9 927
14 10 442
14 11 829
14 12 946
14 13 627
14 14 0
14 15 1177
14 16 1062
14 17 3391
14 18 2809
14 19 4089
14 20 3031
14 21 3690
14 22 3794
14 23 3453
14 24 4897
14 25 5879
14 26 4791
14 27 5815
14 28 6418
14 29 5831
14 30 4686
14 31 5655
14 32 4904
14 33 7436
14 34 6447
14 35 7910
14 36 6997
14 37 6768
14 38 6712
14 39 7560
14 40 6039
14 41 7432
14 42 8654
14 43 5825
14 44 7820
14 45 6813
14 46 8146
14 47 7751
14 48 5275
14 49 7723
14 50 5838
14 51 6609
14 52 5522
14 53 7083
14 54 7058
14 55 6343
14 56 5180
14 57 6827
14 58 4688
14 59 5280
14 60 5217
14 61 4998
14 62 4158
14 63 4328
14 64 5518
14 65 5321
14 66 5310
14 67 2457
14 68 1938
14 69 2142
14 70 2441
14 71 3218
14 72 2838
14 73 2735
14 74 2017
14 75 4069
14 76 5190
14 77 5897
14 78 1903
14 79 2741
14 80 1056
14 81 3761
14 82 587
14 83 8051
14 84 8079
14 85 7651
14 86 8770
14 87 8738
14 88 8053
14 89 7223
14 90 7668
14 91 7694
14 92 10787
14 93 6279
14 94 8095
14 95 6511
14 96 7993
14 97 9866
14 98 6641
14 99 1738
14 100 4010
14 101 1496
14 102 5538
14 103 3381
14 104 1621
14 105 5966
15 1 2596
15 2 3273
15 3 2788
15 4 2735
15 5 2842
15 6 2436
15 7 2392
15 8 2898
15 9 221
15 10 1057
15 11 772
15 12 655
15 13 360
15 14 1177
15 15 0
15 16 739
15 17 2666
15 18 2419
15 19 2587
15 20 2488
15 21 1813
15 22 2803
15 23 2799
15 24 4127
15 25 5436
15 26 4227
15 27 5251
15 28 5725
15 29 4957
15 30 4479
15 31 4822
15 32 3995
15 33 6386
15 34 5719
15 35 5409
15 36 5794
15 37 6051
15 38 6446
15 39 5890
15 40 5162
15 41 6754
15 42 6155
15 43 5853
15 44 6466
15 45 6813
15 46 6050
15 47 7064
15 48 5435
15 49 5996
15 50 5088
15 51 6473
15 52 5637
15 53 5772
15 54 6965
15 55 4768
15 56 4707
15 57 5787
15 58 4737
15 59 3619
15 60 4664
15 61 3581
15 62 3941
15 63 3820
15 64 4604
15 65 3823
15 66 4358
15 67 2221
15 68 1856
15 69 2296
15 70 2724
15 71 2877
15 72 2071
15 73 2589
15 74 2779
15 75 4198
15 76 4747
15 77 4398
15 78 2158
15 79 3550
15 80 2095
15 81 3362
15 82 1596
15 83 6652
15 84 7009
15 85 6471
15 86 6381
15 87 6948
15 88 6302
15 89 6046
15 90 8898
15 91 7172
15 92 9806
15 93 5711
15 94 8725
15 95 5653
15 96 6615
15 97 8454
15 98 5823
15 99 2271
15 100 4258
15 101 2409
15 102 4550
15 103 3517
15 104 2089
15 105 5025
16 1 3758
16 2 3592
16 3 3965
16 4 2903
16 5 3077
16 6 3780
16 7 3478
16 8 3113
16 9 908
16 10 748
16 11 301
16 12 76
16 13 549
16 14 1062
16 15 739
16 16 0
16 17 2246
16 18 1616
16 19 2232
16 20 1898
16 21 1978
16 22 2309
16 23 2162
16 24 4604
16 25 5090
16 26 4091
16 27 5065
16 28 5632
16 29 4863
16 30 3859
16 31 4414
16 32 4457
16 33 7150
16 34 5407
16 35 5864
16 36 5998
16 37 5817
16 38 5746
16 39 7431
16 40 5849
16 41 7385
16 42 6749
16 43 6248
16 44 7346
16 45 7428
16 46 7165
16 47 7079
16 48 6154
16 49 6266
16 50 5019
16 51 6658
16 52 6190
16 53 6259
16 54 6700
16 55 6607
16 56 6285
16 57 5867
16 58 4418
16 59 5179
16 60 5806
16 61 4764
16 62 4391
16 63 4713
16 64 6064
16 65 5332
16 66 5196
16 67 3171
16 68 2484
16 69 2395
16 70 3516
16 71 3848
16 72 2951
16 73 3422
16 74 3283
16 75 3859
16 76 4291
16 77 4599
16 78 1317
16 79 2236
16 80 1950
16 81 3174
16 82 1578
16 83 6489
16 84 8470
16 85 6078
16 86 6871
16 87 6939
16 88 7587
16 89 6667
16 90 8139
16 91 7852
16 92 10892
16 93 7132
16 94 8131
16 95 6836
16 96 7295
16 97 8181
16 98 7222
16 99 2919
16 100 4690
16 101 2561
16 102 6135
16 103 3866
16 104 2141
16 105 6079
17 1 2643
17 2 2445
17 3 2611
17 4 2544
17 5 2317
17 6 2385
17 7 2218
17 8 3006
17 9 2636
17 10 2788
17 11 2812
17 12 2299
17 13 2952
17 14 3391
17 15 2666
17 16 2246
17 17 0
17 18 1370
17 19 351
17 20 500
17 21 374
17 22 218
17 23 825
17 24 2145
17 25 2241
17 26 2274
17 27 2615
17 28 2625
17 29 2256
17 30 1749
17 31 2429
17 32 2298
17 33 4624
17 34 3723
17 35 4001
17 36 4696
17 37 4110
17 38 4016
17 39 4489
17 40 4610
17 41 5275
